"","operatingunit","countryname","snu1","snu1uid","psnu","psnuuid","fy16snuprioritization","tx_ret_denom","tx_ret_num","tx_ret_pct","tx_new","ou","ea_districts","national_sub_sub_unit","cbcts_lnkg_exp","cbcts_rtnadhr_exp","fbcts_loaded_tot"
"419","Democratic Republic of the Congo","Democratic Republic of the Congo","Kinshasa","hIPJyWupajj","Kinshasa","hIPJyWupajj","6 - Sustained: Commodities",68,46,0.676,67,"DRC","Kinshasa","Kinshasa",30380,222947,5005695.7443
"420","Democratic Republic of the Congo","Democratic Republic of the Congo","Kinshasa","hIPJyWupajj","Kinshasa","hIPJyWupajj","6 - Sustained: Commodities",92,80,0.87,83,"DRC","Kinshasa","Kinshasa",30380,222947,5005695.7443
"421","Democratic Republic of the Congo","Democratic Republic of the Congo","Kongo-Central","qNMpczaBFZr","Kongo-Central","qNMpczaBFZr",,0,0,,0,"DRC","Kongo Central","Kongo Central",0,0,0
"422","Democratic Republic of the Congo","Democratic Republic of the Congo","Kongo-Central","qNMpczaBFZr","Kongo-Central","qNMpczaBFZr",,0,0,,0,"DRC","Kongo Central","Kongo Central",0,0,0
"423","Democratic Republic of the Congo","Democratic Republic of the Congo","Kongo-Central","qNMpczaBFZr","Kongo-Central","qNMpczaBFZr",,0,0,,0,"DRC","Kongo Central","Kongo Central",0,0,0
"424","Democratic Republic of the Congo","Democratic Republic of the Congo","Kongo-Central","qNMpczaBFZr","Kongo-Central","qNMpczaBFZr",,0,0,,0,"DRC","Kongo Central","Kongo Central",0,0,0
"425","Democratic Republic of the Congo","Democratic Republic of the Congo","Kongo-Central","qNMpczaBFZr","Kongo-Central","qNMpczaBFZr",,0,0,,0,"DRC","Kongo Central","Kongo Central",0,0,0
"426","Democratic Republic of the Congo","Democratic Republic of the Congo","Lualaba","OiG8HT4e80d","Lualaba","OiG8HT4e80d","4 - Sustained",27,19,0.704,104,"DRC","Lualaba","Lualaba",1910,7641,1143675.6873
"427","Democratic Republic of the Congo","Democratic Republic of the Congo","Lualaba","OiG8HT4e80d","Lualaba","OiG8HT4e80d","4 - Sustained",170,144,0.847,376,"DRC","Lualaba","Lualaba",1910,7641,1143675.6873
"428","Democratic Republic of the Congo","Democratic Republic of the Congo","Lualaba","OiG8HT4e80d","Lualaba","OiG8HT4e80d","4 - Sustained",105,80,0.762,328,"DRC","Lualaba","Lualaba",1910,7641,1143675.6873
"429","Democratic Republic of the Congo","Democratic Republic of the Congo","Lualaba","OiG8HT4e80d","Lualaba","OiG8HT4e80d","4 - Sustained",10,6,0.6,57,"DRC","Lualaba","Lualaba",1910,7641,1143675.6873
"430","Democratic Republic of the Congo","Democratic Republic of the Congo","Lualaba","OiG8HT4e80d","Lualaba","OiG8HT4e80d","4 - Sustained",48,37,0.771,145,"DRC","Lualaba","Lualaba",1910,7641,1143675.6873
"431","Democratic Republic of the Congo","Democratic Republic of the Congo","Lualaba","OiG8HT4e80d","Lualaba","OiG8HT4e80d","4 - Sustained",14,10,0.714,45,"DRC","Lualaba","Lualaba",1910,7641,1143675.6873
"432","Democratic Republic of the Congo","Democratic Republic of the Congo","Lualaba","OiG8HT4e80d","Lualaba","OiG8HT4e80d","4 - Sustained",298,269,0.903,766,"DRC","Lualaba","Lualaba",1910,7641,1143675.6873
"433","Democratic Republic of the Congo","Democratic Republic of the Congo","Lualaba","OiG8HT4e80d","Lualaba","OiG8HT4e80d","4 - Sustained",4,3,0.75,22,"DRC","Lualaba","Lualaba",1910,7641,1143675.6873
"434","Democratic Republic of the Congo","Democratic Republic of the Congo","Tanganyika","EJuPKFZSLsf","Tanganyika","EJuPKFZSLsf","6 - Sustained: Commodities",0,0,,45,"DRC","Tanganika","Tanganika",11202,11202,194128.18093
"435","Democratic Republic of the Congo","Democratic Republic of the Congo","Tanganyika","EJuPKFZSLsf","Tanganyika","EJuPKFZSLsf","6 - Sustained: Commodities",0,0,,42,"DRC","Tanganika","Tanganika",11202,11202,194128.18093
"436","Democratic Republic of the Congo","Democratic Republic of the Congo","Tanganyika","EJuPKFZSLsf","Tanganyika","EJuPKFZSLsf","6 - Sustained: Commodities",0,0,,120,"DRC","Tanganika","Tanganika",11202,11202,194128.18093
"437","Democratic Republic of the Congo","Democratic Republic of the Congo","Tanganyika","EJuPKFZSLsf","Tanganyika","EJuPKFZSLsf","6 - Sustained: Commodities",0,0,,238,"DRC","Tanganika","Tanganika",11202,11202,194128.18093
"438","Democratic Republic of the Congo","Democratic Republic of the Congo","Tanganyika","EJuPKFZSLsf","Tanganyika","EJuPKFZSLsf","6 - Sustained: Commodities",0,0,,94,"DRC","Tanganika","Tanganika",11202,11202,194128.18093
"439","Democratic Republic of the Congo","Democratic Republic of the Congo","Tshopo","tZmSNff3icX","Tshopo","tZmSNff3icX","6 - Sustained: Commodities",350,332,0.949,140,"DRC","Tshopo","Tshopo",3087,41626,628116.93802
"440","Democratic Republic of the Congo","Democratic Republic of the Congo","Tshopo","tZmSNff3icX","Tshopo","tZmSNff3icX","6 - Sustained: Commodities",76,55,0.724,37,"DRC","Tshopo","Tshopo",3087,41626,628116.93802
"441","Democratic Republic of the Congo","Democratic Republic of the Congo","Tshopo","tZmSNff3icX","Tshopo","tZmSNff3icX","6 - Sustained: Commodities",445,338,0.76,224,"DRC","Tshopo","Tshopo",3087,41626,628116.93802
"442","Democratic Republic of the Congo","Democratic Republic of the Congo","Tshopo","tZmSNff3icX","Tshopo","tZmSNff3icX","6 - Sustained: Commodities",157,101,0.643,91,"DRC","Tshopo","Tshopo",3087,41626,628116.93802
"443","Democratic Republic of the Congo","Democratic Republic of the Congo","Tshopo","tZmSNff3icX","Tshopo","tZmSNff3icX","6 - Sustained: Commodities",109,91,0.835,84,"DRC","Tshopo","Tshopo",3087,41626,628116.93802
"444","Dominican Republic","Dominican Republic","Region  2","WA4hk0ovwme","Puerto Plata","eMI4nU3xs19","1 - Scale-Up: Saturation",148,130,0.878,252,"DominicanRepublic","PUERTO PLATA","PUERTO PLATA",32074,23281,125186.15671
"445","Dominican Republic","Dominican Republic","Region  2","WA4hk0ovwme","Santiago","u195Kcj571S","2 - Scale-Up: Aggressive",75,75,1,309,"DominicanRepublic","SANTIAGO","SANTIAGO",1902,2373,118337.68916
"446","Dominican Republic","Dominican Republic","Region  4","i9defJtdt99","Barahona","vZKsJ7M6zlG","5 - Centrally Supported",0,0,,1,"DominicanRepublic","BARAHONA","BARAHONA",1467,0,0
"447","Dominican Republic","Dominican Republic","Region  5","v6Xgfqt3xDE","El Seibo","sq7cJJbnaC1","5 - Centrally Supported",0,0,,1,"DominicanRepublic","EL SEIBO","EL SEIBO",3632,3631,0
"448","Dominican Republic","Dominican Republic","Region  5","v6Xgfqt3xDE","Hato Mayor del Rey","x8bauRF5rmS","5 - Centrally Supported",0,0,,2,"DominicanRepublic","HATO MAYOR DEL REY","HATO MAYOR DEL REY",5447,5447,0
"449","Dominican Republic","Dominican Republic","Region  5","v6Xgfqt3xDE","La Altagracia","itw3NyXd9hU","1 - Scale-Up: Saturation",8,8,1,170,"DominicanRepublic","LA ALTAGRACIA","LA ALTAGRACIA",11645,6908,43912.091266
"450","Dominican Republic","Dominican Republic","Region  5","v6Xgfqt3xDE","La Romana","zrcj3aMvp8P","1 - Scale-Up: Saturation",99,92,0.929,165,"DominicanRepublic","LA ROMANA","LA ROMANA",30297,7500,99035.979217
"451","Dominican Republic","Dominican Republic","Region  5","v6Xgfqt3xDE","San Pedro de Macoris","PbCwYYPXpUy","5 - Centrally Supported",25,23,0.92,121,"DominicanRepublic","SAN PEDRO DE MACORIS","SAN PEDRO DE MACORIS",29583,29584,41998.504979
"452","Dominican Republic","Dominican Republic","Region  7","WFRCoXxvWCf","Monte Cristi","bxjOTnTTA7X","5 - Centrally Supported",0,0,,83,"DominicanRepublic","MONTE CRISTI","MONTE CRISTI",0,1055,14122.1
"453","Dominican Republic","Dominican Republic","Region  7","WFRCoXxvWCf","Valverde","vBlRWF3DLS3","1 - Scale-Up: Saturation",0,0,,138,"DominicanRepublic","VALVERDE","VALVERDE",3607,0,14542.385
"454","Dominican Republic","Dominican Republic","Region  8","Z21m0zaFwx0","La Vega","fsYEXVIVrDr","5 - Centrally Supported",0,0,,141,"DominicanRepublic","LA VEGA","LA VEGA",150,1582,27883.358395
"455","Dominican Republic","Dominican Republic","Region 0","wp36JK7kX6d","Distrito Nacional","Yt9X49bQrRE","1 - Scale-Up: Saturation",474,415,0.876,1064,"DominicanRepublic","DISTRITO NACIONAL","DISTRITO NACIONAL",26203,4817,471403.39703
"456","Dominican Republic","Dominican Republic","Region 0","wp36JK7kX6d","Monte Plata","g1fH7RrqHCx","5 - Centrally Supported",0,0,,10,"DominicanRepublic","MONTE PLATA","MONTE PLATA",33,0,9524.7802392
"457","Dominican Republic","Dominican Republic","Region 0","wp36JK7kX6d","Santo Domingo","dlrLnvsCZlk","1 - Scale-Up: Saturation",2,2,1,85,"DominicanRepublic","SANTO DOMINGO","SANTO DOMINGO",11609,0,77235.493306
"458","Dominican Republic","Dominican Republic","Region 3","mn9R47qe2Kf","Duarte","eTDUevsxslg","5 - Centrally Supported",0,0,,150,"DominicanRepublic","DUARTE","DUARTE",0,0,14123.1
"459","Ethiopia","Ethiopia","_Military Ethiopia","zlwN645D4X7","_Military Ethiopia","zlwN645D4X7",,560,477,0.852,649,"Ethiopia","_Military Ethiopia","_Military Ethiopia",0,0,691909
"460","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",8,8,1,0,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"461","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",33,28,0.848,31,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"462","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",206,191,0.927,127,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"463","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",48,39,0.812,36,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"464","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",0,0,,1,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"465","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",10,4,0.4,52,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"466","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",90,73,0.811,66,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"467","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",141,98,0.695,198,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"468","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",32,27,0.844,36,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"469","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",72,48,0.667,43,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"470","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",258,227,0.88,190,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"471","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",89,59,0.663,103,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"472","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",32,32,1,55,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"473","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",59,29,0.492,29,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"474","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",277,225,0.812,246,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"475","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",43,39,0.907,47,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"476","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",263,208,0.791,145,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"477","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",233,145,0.622,149,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"478","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",26,22,0.846,24,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"479","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",192,154,0.802,161,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"480","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",22,21,0.955,38,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"481","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",122,92,0.754,83,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"482","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",79,60,0.759,37,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"483","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",104,102,0.981,111,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"484","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",108,98,0.907,86,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"485","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",0,0,,0,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"486","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",94,97,1.032,62,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"487","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",78,62,0.795,52,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"488","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",0,0,,0,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"489","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",246,125,0.508,271,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"490","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",26,12,0.462,23,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"491","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",82,52,0.634,39,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"492","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",29,29,1,25,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"493","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",66,57,0.864,50,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"494","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",0,0,,31,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"495","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",352,350,0.994,257,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"496","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",37,37,1,27,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"497","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",112,85,0.759,82,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"498","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",34,25,0.735,43,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"499","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",31,28,0.903,32,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"500","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",89,47,0.528,84,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"501","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",514,468,0.911,488,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"502","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",226,171,0.757,136,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"503","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",0,0,,1,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"504","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",293,276,0.942,227,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"505","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",0,0,,54,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"506","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",51,51,1,16,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"507","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",117,75,0.641,68,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
"508","Ethiopia","Ethiopia","Addis Ababa","KokO4spc5GQ","Addis Ababa","KokO4spc5GQ","1 - Scale-Up: Saturation",20,18,0.9,15,"Ethiopia","Addis Ababa (city admin) and capital city","Addis Ababa (city admin) and capital city",47143,71880,5062705.7552
